"BehaviorSpace results (NetLogo 6.2.0)"
"./model/SIsaR_0.9.5.4trials1kCtrl1NStartNoFragOnlyWorkers.nlogo"
"experiments 2 seeds"
"02/22/2021 18:28:21:819 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","50","0","50"
"[run number]","run#","[step]","seed0","seed","seedD","cp1cRed","cp1cRedNH","cp1cViolet","cp1cVioletNH","cp1cDead","cp2cRed","cp2cRedNH","cp2cViolet","cp2cVioletNH","cp2cDead","cp3cRed","cp3cRedNH","cp3cViolet","cp3cVioletNH","cp3cDead","cp4cRed","cp4cRedNH","cp4cViolet","cp4cVioletNH","cp4cDead","cp5cRed","cp5cRedNH","cp5cViolet","cp5cVioletNH","cp5cDead","cp6cRed","cp6cRedNH","cp6cViolet","cp6cVioletNH","cp6cDead","cumulativeRedCount","cumulativeVioletCount","cumulativeDeadCount","ticks","TinfSch","SinfSch","TinfNotSch","SinfNotSch"
"23","23","269","64906449","61082360","71600702","4","0","4","0","0","27","14","17","5","0","28","14","18","5","0","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","32","20","0","270","0","0","0","2"
"8","8","264","87143558","30513963","31823795","13","11","9","4","0","44","11","72","4","0","46","11","78","4","0","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","47","79","0","265","0","0","0","2"
"24","24","291","39912531","76719610","13592280","4","0","6","0","0","9","0","12","0","0","11","0","12","0","1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","13","16","1","292","0","0","0","0"
"5","5","336","11395600","46749482","55101658","5","0","2","0","0","6","0","3","0","0","6","0","6","0","0","12","0","10","0","0","0","0","0","0","0","0","0","0","0","0","14","10","0","337","0","2","1","1"
"2","2","290","821528","85052747","79039483","32","9","50","3","0","169","36","267","13","2","183","37","301","15","2","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","202","309","3","291","0","0","6","5"
"9","9","366","52225802","10416085","15795628","13","0","7","0","0","96","6","108","4","1","99","6","118","4","1","113","6","139","4","1","0","0","0","0","0","0","0","0","0","0","113","139","1","367","0","1","2","3"
"19","19","424","31405674","57152599","97674910","4","0","2","0","0","5","0","2","0","0","5","0","4","0","0","21","0","24","0","1","0","0","0","0","0","0","0","0","0","0","24","27","1","425","0","0","0","0"
"21","21","468","66383352","97632641","44435694","2","0","0","0","0","2","0","0","0","0","7","0","0","0","0","129","0","215","0","1","0","0","0","0","0","0","0","0","0","0","129","217","1","469","0","0","1","2"
"18","18","454","57167994","65638743","87085666","19","1","50","0","0","70","18","135","1","1","72","18","142","1","1","222","18","400","1","2","0","0","0","0","0","0","0","0","0","0","222","400","2","455","0","2","3","3"
"28","28","253","97526189","36517817","29959085","3","0","4","0","0","11","0","16","0","0","11","0","19","0","0","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","0","0","0","11","19","0","254","0","1","0","2"
