"BehaviorSpace results (NetLogo 6.1.2-beta2)"
"SIsaR_0.9.5TRIALS_noControl.nlogo"
"experiments 2 seeds"
"12/02/2020 15:31:59:999 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","50","0","50"
"[run number]","run#","[step]","seed0","seed","cp1cRed","cp1cRedNH","cp1cViolet","cp1cVioletNH","cp1cDead","cp2cRed","cp2cRedNH","cp2cViolet","cp2cVioletNH","cp2cDead","cp3cRed","cp3cRedNH","cp3cViolet","cp3cVioletNH","cp3cDead","cp4cRed","cp4cRedNH","cp4cViolet","cp4cVioletNH","cp4cDead","cumulativeRedCount","cumulativeVioletCount","cumulativeDeadCount","ticks","TinfSch","SinfSch","TinfNotSch","SinfNotSch"
"251","251","361","123456","14919681","14","8","11","1","0","387","66","636","18","3","917","66","1450","18","10","980","66","1548","18","11","990","1569","11","362","32","80","23","35"
"252","252","396","123456","39484381","8","1","8","0","1","164","58","180","10","3","915","71","1357","13","15","992","71","1519","13","16","1010","1543","17","397","19","51","19","33"
"253","253","391","123456","32435570","7","7","8","3","0","397","69","666","15","3","905","69","1434","15","7","943","69","1514","15","9","954","1537","9","392","20","50","15","30"
"254","254","367","123456","11372763","18","8","19","4","0","379","61","540","23","10","846","61","1312","23","23","897","61","1432","23","24","908","1448","24","368","24","45","18","27"
"256","256","341","123456","16062291","12","0","10","0","0","483","67","713","17","9","934","67","1426","17","14","982","67","1581","17","15","993","1608","15","342","25","80","17","46"
"255","255","387","123456","16715137","5","0","5","0","0","462","72","691","12","7","912","72","1470","12","13","945","72","1573","12","14","954","1597","15","388","27","79","21","43"
"257","257","278","123456","37819718","14","2","13","1","0","520","69","787","15","9","930","69","1448","15","17","953","69","1486","15","19","953","1489","19","279","27","53","13","33"
"258","258","386","123456","84041649","6","0","8","0","0","254","63","306","21","4","874","63","1393","21","11","958","63","1547","21","11","969","1584","11","387","20","61","24","35"
"259","259","328","123456","37916310","20","11","17","8","0","420","54","689","30","1","954","54","1519","30","14","990","54","1600","30","17","994","1612","17","329","26","55","19","41"
"260","260","284","123456","90370593","47","38","20","8","1","529","67","783","17","10","946","67","1545","17","12","974","67","1584","17","12","974","1585","12","285","22","63","15","40"
"261","261","307","123456","61339759","32","14","34","5","1","495","63","724","21","7","921","63","1397","21","13","942","63","1455","21","13","948","1463","13","308","28","50","16","42"
"262","262","344","123456","38975105","11","0","1","0","0","231","64","385","17","3","862","67","1370","17","19","944","67","1515","17","21","948","1529","21","345","23","70","21","44"
"263","263","520","123456","29785453","4","0","9","0","0","77","23","55","7","3","815","67","1167","17","10","983","67","1487","17","12","1038","1586","13","521","22","85","22","39"
"264","264","460","123456","82076052","2","0","3","0","0","15","0","19","0","0","264","70","380","14","3","735","70","1264","14","12","918","1580","17","461","27","66","19","34"
"265","265","329","123456","2839616","8","0","10","0","0","504","61","817","23","7","910","61","1503","23","13","951","61","1584","23","14","958","1594","14","330","29","63","20","34"
"266","266","408","123456","45819537","20","19","14","6","0","289","70","482","14","1","866","70","1361","14","9","949","70","1521","14","12","982","1587","13","409","23","75","28","39"
"267","267","352","123456","95565310","49","26","43","1","0","697","73","1019","11","14","951","73","1432","11","19","974","73","1478","11","19","984","1497","20","353","18","51","16","35"
"268","268","415","123456","45895524","62","33","99","11","1","613","67","933","17","16","900","67","1433","17","24","949","67","1507","17","28","967","1534","28","416","32","73","18","34"
"269","269","344","123456","22178653","6","0","7","0","0","235","54","372","8","2","866","74","1445","10","13","914","74","1564","10","14","935","1594","15","345","24","65","17","31"
"270","270","469","123456","65908392","9","0","8","0","0","257","65","302","19","5","813","65","1298","19","13","895","65","1432","19","13","935","1487","15","470","15","36","20","36"
"271","271","377","123456","31822606","10","4","8","1","0","144","46","157","11","2","861","69","1323","15","18","982","69","1546","15","19","1011","1589","19","378","36","94","19","38"
"272","272","339","123456","34674432","27","20","11","2","0","370","68","581","16","3","890","68","1427","16","8","941","68","1543","16","10","948","1561","10","340","16","62","20","32"
"273","273","343","123456","82444881","24","14","21","5","0","506","69","679","15","7","928","69","1429","15","17","963","69","1507","15","17","969","1522","17","344","28","64","16","39"
"274","274","358","123456","76484284","4","0","5","0","0","269","57","429","17","0","941","65","1417","19","12","992","65","1481","19","14","999","1498","14","359","18","48","26","35"
"275","275","445","123456","97263244","5","0","6","0","1","249","72","262","12","5","927","72","1470","12","17","985","72","1595","12","18","1009","1625","19","446","25","65","24","32"
"276","276","416","123456","2149441","3","0","6","0","0","191","42","320","6","2","850","71","1317","13","12","942","71","1468","13","14","970","1512","15","417","18","37","19","30"
"277","277","325","123456","94382228","8","1","14","0","0","300","66","350","15","4","867","69","1341","15","16","935","69","1484","15","16","943","1499","17","326","19","39","16","29"
"278","278","401","123456","18897461","8","2","7","0","0","106","21","141","4","2","767","67","1214","17","17","893","67","1417","17","18","920","1461","19","402","10","37","16","23"
"279","279","398","123456","20780763","1","0","3","0","0","218","57","338","13","4","860","67","1394","17","14","940","67","1550","17","16","958","1602","16","399","21","63","21","38"
"280","280","424","123456","23396646","19","13","11","5","0","238","64","334","18","2","896","65","1395","19","14","952","65","1537","19","15","965","1580","15","425","25","47","17","33"
"281","281","363","123456","71193185","6","0","14","0","0","522","69","772","15","8","935","69","1444","15","14","975","69","1512","15","14","977","1523","14","364","23","62","20","35"
"282","282","363","123456","80167401","1","0","4","0","0","52","29","62","6","1","768","71","1150","13","13","898","71","1433","13","18","929","1510","19","364","21","44","16","26"
"283","283","306","123456","13741696","26","18","8","1","0","518","69","825","15","5","898","69","1462","15","9","945","69","1531","15","11","952","1540","11","307","24","59","18","34"
"284","284","325","123456","47890039","2","0","7","0","0","363","69","635","15","9","939","69","1351","15","17","989","69","1466","15","18","992","1477","18","326","20","65","16","32"
"285","285","327","123456","86405238","10","0","14","0","0","635","63","937","21","8","944","63","1482","21","14","964","63","1515","21","14","967","1520","14","328","22","48","19","40"
"286","286","456","123456","28365041","1","0","7","0","0","374","71","543","13","6","893","71","1450","13","17","932","71","1536","13","17","941","1588","17","457","26","68","18","40"
"287","287","327","123456","61926128","4","0","7","0","0","256","72","341","11","2","898","73","1410","11","12","977","73","1545","11","14","990","1564","14","328","33","54","16","50"
"288","288","380","123456","32548769","8","0","11","0","0","425","71","682","13","6","904","71","1482","13","19","947","71","1553","13","20","956","1575","20","381","28","69","22","38"
"289","289","364","123456","22999832","4","0","6","0","0","305","63","495","14","4","902","66","1421","18","12","965","66","1548","18","13","976","1561","13","365","18","53","29","29"
"290","290","331","123456","51276530","3","0","6","0","0","199","36","290","7","3","843","72","1352","12","17","924","72","1515","12","17","938","1530","17","332","24","84","22","34"
"291","291","305","123456","53151293","16","0","26","0","0","362","67","521","17","4","855","67","1303","17","11","902","67","1374","17","11","906","1380","11","306","19","38","19","24"
"293","293","374","123456","47360032","1","0","4","0","0","208","47","298","12","5","874","66","1266","18","17","934","66","1373","18","17","941","1395","17","375","15","28","23","34"
"292","292","389","123456","71515990","3","0","6","0","0","238","44","377","13","1","859","63","1372","21","10","928","63","1511","21","14","942","1540","15","390","25","68","18","34"
"294","294","381","123456","71441119","4","0","7","0","0","168","40","252","11","2","838","68","1258","16","10","920","68","1394","16","13","957","1463","14","382","23","46","16","32"
"295","295","348","123456","75241069","7","0","7","0","0","492","64","731","20","5","889","64","1434","20","8","933","64","1534","20","9","946","1566","9","349","21","50","17","36"
"296","296","391","123456","79931160","20","11","16","8","0","544","60","753","24","1","939","60","1498","24","13","963","60","1570","24","13","970","1591","13","392","26","74","22","29"
"297","297","437","123456","27132096","2","0","6","0","0","73","25","36","5","0","793","70","1183","14","6","932","70","1430","14","7","975","1508","9","438","25","52","14","28"
"298","298","314","123456","78590667","40","4","66","0","0","506","74","812","10","7","886","74","1413","10","12","914","74","1473","10","13","918","1477","13","315","22","35","18","28"
"299","299","339","123456","35014483","7","0","8","0","0","439","71","707","13","9","921","71","1432","13","20","972","71","1524","13","20","980","1537","20","340","27","55","16","25"
"300","300","322","123456","25377556","5","0","5","0","0","402","69","634","15","3","940","69","1479","15","12","999","69","1575","15","12","1006","1587","12","323","34","81","14","30"
"301","301","337","123456","73696082","3","0","11","0","0","592","71","902","13","12","923","71","1369","13","18","947","71","1397","13","18","953","1412","18","338","23","46","27","30"
"302","302","350","123456","36754033","13","8","12","3","0","167","57","205","23","3","878","60","1400","24","9","980","60","1555","24","10","991","1574","10","351","20","64","16","44"
"303","303","440","123456","15703649","21","15","15","4","0","537","66","867","18","10","905","66","1501","18","16","928","66","1552","18","16","932","1579","16","441","18","54","18","27"
"304","304","392","123456","86936483","5","0","7","0","0","359","66","576","18","4","894","66","1352","18","9","945","66","1439","18","10","969","1478","11","393","15","44","20","32"
"306","306","64","123456","61148650","1","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","4","0","65","0","0","1","1"
"305","305","536","123456","33895067","8","0","6","0","0","365","67","521","17","4","869","67","1306","17","12","926","67","1418","17","12","962","1470","13","537","19","26","16","24"
"307","307","364","123456","49102842","6","0","8","0","1","296","59","485","13","4","919","68","1373","16","9","974","68","1498","16","10","990","1532","10","365","28","87","22","38"
"308","308","306","123456","71629555","17","0","47","0","0","545","71","875","13","2","911","71","1403","13","6","960","71","1469","13","6","965","1472","6","307","13","34","17","36"
"309","309","330","123456","64129267","4","1","3","1","0","356","65","492","19","5","896","65","1423","19","13","940","65","1521","19","18","950","1537","18","331","18","73","23","34"
"310","310","399","123456","61876304","9","0","12","0","0","413","68","649","16","6","878","68","1474","16","19","927","68","1570","16","21","952","1626","21","400","25","63","19","50"
"311","311","420","123456","38456964","6","0","8","0","0","204","60","279","23","4","825","61","1355","23","13","935","61","1571","23","14","966","1621","14","421","19","62","21","46"
"313","313","323","123456","94673429","4","0","7","0","0","311","63","456","21","3","870","63","1462","21","14","936","63","1594","21","16","945","1610","16","324","35","76","21","45"
"312","312","359","123456","26839830","22","10","15","1","0","601","68","917","16","10","920","68","1499","16","16","944","68","1566","16","17","946","1573","17","360","14","47","17","33"
"314","314","304","123456","8119684","5","0","7","0","0","310","70","417","14","3","918","70","1374","14","14","994","70","1514","14","14","997","1523","15","305","21","57","18","35"
"315","315","301","123456","99759030","50","13","54","4","1","612","68","930","16","6","956","68","1490","16","13","981","68","1539","16","13","985","1542","13","302","25","73","18","41"
"316","316","375","123456","88556219","4","0","4","0","0","53","16","58","3","0","753","72","1131","12","11","904","72","1421","12","14","938","1493","14","376","27","55","16","44"
"317","317","342","123456","60202510","2","0","14","0","0","449","63","660","21","6","934","63","1448","21","13","983","63","1560","21","15","989","1580","15","343","18","67","23","34"
"318","318","323","123456","41708152","51","21","66","5","0","553","68","854","16","8","936","68","1461","16","14","967","68","1530","16","15","974","1543","15","324","25","71","21","32"
"319","319","387","123456","58635763","4","0","6","0","0","40","16","46","3","1","644","67","1062","17","10","853","67","1428","17","15","915","1534","17","388","25","34","17","35"
"320","320","425","123456","80194217","6","0","3","0","0","134","23","160","4","0","870","68","1275","16","7","945","68","1442","16","10","961","1482","10","426","29","79","16","33"
"321","321","300","123456","76782576","12","0","16","0","0","440","64","720","20","11","891","64","1413","20","27","931","64","1473","20","28","934","1481","28","301","21","57","22","35"
"322","322","354","123456","56620824","1","0","6","0","0","505","66","805","18","5","915","66","1435","18","9","951","66","1488","18","9","963","1503","9","355","24","54","18","29"
"323","323","412","123456","68334524","6","0","2","0","0","108","25","137","7","2","783","66","1217","18","10","909","66","1433","18","12","953","1490","12","413","24","53","18","37"
"324","324","288","123456","49943128","12","0","16","0","0","568","70","912","14","3","946","70","1484","14","11","972","70","1519","14","11","973","1519","11","289","22","54","19","32"
"325","325","319","123456","80553633","12","0","11","0","0","525","69","781","15","9","941","69","1463","15","18","975","69","1515","15","18","979","1519","18","320","19","56","19","33"
"326","326","299","123456","97553179","31","24","17","8","0","520","67","818","17","7","923","67","1440","17","19","950","67","1474","17","20","950","1476","20","300","16","37","16","25"
"327","327","355","123456","36808297","9","0","5","0","0","201","58","327","18","1","838","66","1361","18","12","939","66","1514","18","13","945","1534","13","356","19","47","21","33"
"328","328","390","123456","27440690","11","6","5","2","0","60","22","71","5","1","727","70","1095","14","11","920","70","1381","14","15","944","1468","16","391","18","43","17","27"
"329","329","458","123456","41160164","23","17","9","6","0","161","54","203","20","1","846","63","1262","21","13","913","63","1405","21","13","941","1481","13","459","24","64","17","33"
"330","330","349","123456","13250122","13","9","10","1","0","445","62","761","22","3","916","62","1500","22","9","946","62","1557","22","9","951","1567","9","350","18","36","18","25"
"331","331","386","123456","14012329","4","0","3","0","1","252","60","432","24","3","910","60","1386","24","9","953","60","1491","24","11","968","1527","11","387","18","46","24","31"
"332","332","369","123456","59627522","5","0","5","0","0","365","72","573","12","4","844","72","1311","12","15","895","72","1412","12","16","915","1448","16","370","16","41","14","25"
"334","334","305","123456","2011063","35","12","53","7","0","584","66","915","18","7","922","66","1492","18","10","951","66","1558","18","11","952","1562","11","306","25","59","22","43"
"333","333","457","123456","86269717","42","14","55","5","0","593","64","920","20","9","931","64","1515","20","16","969","64","1590","20","16","982","1619","16","458","33","74","17","51"
"335","335","387","123456","71102915","19","14","9","5","0","222","54","334","20","5","886","63","1381","21","12","944","63","1503","21","12","957","1532","13","388","15","45","24","29"
"337","337","25","123456","23185287","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","2","0","26","0","0","1","0"
"336","336","361","123456","78444725","24","13","15","6","0","559","62","856","22","10","889","62","1454","22","20","921","62","1497","22","20","928","1504","21","362","24","69","21","27"
"338","338","398","123456","11561424","6","0","4","0","0","83","18","129","6","1","840","67","1291","17","19","934","67","1494","17","20","956","1555","20","399","20","53","17","29"
"339","339","310","123456","68996113","5","0","6","0","0","202","72","262","11","2","861","73","1419","11","4","962","73","1606","11","4","977","1620","5","311","24","68","21","42"
"340","340","340","123456","87528786","27","12","24","5","1","514","68","804","16","9","924","68","1535","16","13","981","68","1626","16","13","988","1632","14","341","28","79","19","41"
"341","341","327","123456","99924107","13","3","17","7","0","474","63","698","21","3","949","63","1486","21","11","977","63","1544","21","12","980","1559","13","328","24","58","24","39"
"342","342","382","123456","50526511","7","0","14","0","0","413","68","611","16","8","928","68","1484","16","14","977","68","1585","16","14","987","1609","14","383","25","73","17","35"
"343","343","338","123456","28351201","2","0","10","0","0","442","70","664","14","3","935","70","1404","14","8","976","70","1487","14","8","980","1499","8","339","17","35","21","20"
"344","344","470","123456","93244002","3","0","3","0","0","19","0","26","0","0","667","71","1022","13","9","876","71","1363","13","10","963","1524","10","471","15","68","28","34"
"345","345","366","123456","17562640","8","0","8","0","0","91","7","132","4","0","765","63","1136","21","11","921","63","1392","21","14","945","1448","16","367","18","56","19","30"
"346","346","357","123456","90387815","8","0","17","0","0","470","70","677","14","5","935","70","1434","14","12","965","70","1505","14","12","968","1515","12","358","18","68","27","32"
"347","347","406","123456","62029723","4","0","5","0","0","34","1","74","4","0","725","63","1113","21","7","925","63","1464","21","10","969","1608","10","407","22","89","22","35"
"348","348","373","123456","41514471","6","0","8","0","0","224","65","255","18","5","866","66","1310","18","20","943","66","1472","18","21","955","1496","22","374","27","67","19","36"
"349","349","305","123456","25054832","3","0","5","0","0","276","67","479","17","3","891","67","1479","17","15","955","67","1605","17","17","958","1618","18","306","23","53","16","37"
"350","350","340","123456","86479125","1","0","4","0","0","105","51","107","14","2","781","65","1234","19","15","916","65","1528","19","16","944","1589","16","341","28","89","17","46"
"351","351","411","123456","19029798","10","0","8","0","0","168","37","171","6","1","850","69","1302","15","16","923","69","1463","15","16","950","1513","17","412","18","56","22","31"
"352","352","441","123456","66612916","2","0","7","0","0","243","67","353","15","0","853","69","1353","15","11","944","69","1486","15","12","964","1551","12","442","29","52","16","37"
"353","353","447","123456","26580759","5","0","6","0","0","32","3","62","1","0","665","73","922","11","9","920","73","1352","11","15","1012","1510","18","448","17","44","18","31"
"354","354","325","123456","74113465","2","0","5","0","0","166","48","256","10","3","818","66","1351","18","13","912","66","1530","18","15","923","1547","15","326","28","53","15","38"
"355","355","342","123456","51331220","5","0","6","0","0","399","65","620","19","11","898","65","1451","19","22","932","65","1522","19","24","940","1530","24","343","23","63","16","38"
"356","356","400","123456","42940631","4","1","2","0","0","194","67","229","17","0","856","67","1300","17","8","929","67","1442","17","9","948","1493","10","401","21","63","18","30"
"357","357","362","123456","83083567","3","1","4","0","0","248","33","372","8","2","894","70","1374","14","12","979","70","1579","14","12","995","1605","12","363","21","60","22","35"
"358","358","412","123456","1273030","3","0","6","0","0","280","59","413","15","3","883","67","1405","17","11","933","67","1511","17","12","946","1541","12","413","23","37","20","36"
"359","359","598","123456","81263452","1","1","4","0","0","229","54","325","20","2","834","63","1318","21","13","934","63","1468","21","14","977","1546","14","599","25","58","19","36"
"360","360","296","123456","73412667","17","12","11","3","0","281","66","380","16","2","869","67","1373","17","9","925","67","1492","17","12","932","1497","13","297","26","53","19","37"
"361","361","364","123456","77863600","7","0","4","0","0","216","61","295","20","3","864","62","1360","22","17","949","62","1509","22","20","967","1556","21","365","21","63","22","39"
"362","362","345","123456","14719478","12","6","13","1","0","375","64","633","20","1","867","64","1368","20","14","909","64","1461","20","14","914","1480","14","346","20","44","16","33"
"363","363","372","123456","41459162","1","0","5","0","0","56","0","165","0","3","803","70","1176","14","11","924","70","1359","14","14","948","1407","14","373","14","36","22","32"
"364","364","406","123456","55179022","5","0","3","0","0","310","68","443","16","3","866","68","1377","16","13","949","68","1529","16","14","966","1567","14","407","14","56","21","35"
"366","366","328","123456","63525203","16","13","5","2","0","273","65","386","18","3","855","65","1372","19","11","917","65","1465","19","13","927","1472","13","329","19","41","23","36"
"365","365","379","123456","30959211","3","0","4","0","0","132","39","191","8","0","866","64","1347","20","13","928","64","1498","20","13","943","1523","13","380","25","58","17","41"
"367","367","311","123456","34084629","15","0","31","0","0","520","64","823","20","3","939","64","1456","20","9","971","64","1529","20","9","975","1540","9","312","26","71","19","44"
"368","368","305","123456","37736151","7","0","10","0","0","462","65","770","19","3","900","65","1414","19","8","928","65","1493","19","8","937","1502","9","306","23","52","15","35"
"369","369","350","123456","48452691","12","7","11","4","0","370","69","551","15","6","905","69","1363","15","17","942","69","1440","15","17","959","1454","17","351","20","47","19","40"
"370","370","428","123456","24894457","24","18","9","1","0","216","38","385","2","3","870","73","1323","11","11","940","73","1458","11","12","965","1513","12","429","24","50","19","38"
"371","371","356","123456","69502407","15","0","34","0","0","351","63","572","21","7","875","63","1406","21","14","924","63","1497","21","14","941","1512","14","357","13","33","22","28"
"372","372","400","123456","67439687","23","17","5","2","0","403","64","656","12","2","905","72","1405","12","15","970","72","1496","12","17","976","1526","18","401","26","47","25","30"
"373","373","375","123456","28955772","8","0","13","0","0","291","71","393","13","5","901","71","1379","13","18","972","71","1489","13","20","1003","1540","21","376","24","68","20","32"
"374","374","466","123456","1509343","7","0","8","1","1","111","36","96","13","2","764","61","1172","23","11","932","61","1468","23","15","981","1535","15","467","24","63","27","32"
"375","375","430","123456","20448466","1","0","3","0","0","71","3","186","1","0","821","70","1212","14","10","927","70","1421","14","11","952","1481","12","431","27","55","21","32"
"376","376","273","123456","21209937","28","19","16","6","0","518","67","806","17","5","908","67","1509","17","12","931","67","1534","17","12","931","1535","12","274","20","57","20","30"
"377","377","292","123456","4140870","29","21","10","4","0","402","72","650","11","5","910","73","1412","11","14","993","73","1539","11","14","995","1549","14","293","21","58","19","36"
"378","378","402","123456","21324865","4","3","5","1","0","49","24","39","5","0","688","71","992","13","11","932","71","1383","13","13","1000","1523","15","403","18","63","23","35"
"379","379","326","123456","38703568","41","0","110","0","0","576","66","942","18","7","929","66","1524","18","13","959","66","1589","18","14","965","1602","14","327","20","71","23","34"
"380","380","346","123456","90026055","16","9","13","2","0","491","66","686","18","9","965","66","1484","18","16","1014","66","1562","18","17","1027","1570","17","347","28","68","22","40"
"381","381","445","123456","18895781","3","0","4","0","0","34","17","28","5","0","433","69","671","15","4","820","69","1275","15","8","963","1473","10","446","27","74","16","33"
"382","382","328","123456","70845374","8","0","10","0","0","403","64","613","20","2","854","64","1360","20","9","906","64","1465","20","11","914","1482","11","329","24","44","18","22"
"383","383","374","123456","6765957","4","0","9","0","0","403","69","558","15","7","908","69","1417","15","10","944","69","1490","15","11","952","1514","11","375","24","62","20","41"
"384","384","356","123456","79095413","3","2","5","0","0","332","58","493","26","6","905","58","1467","26","16","966","58","1592","26","16","981","1615","17","357","34","85","16","46"
"385","385","324","123456","68130104","6","0","7","0","0","154","27","238","5","1","875","69","1334","15","13","973","69","1552","15","15","986","1576","17","325","27","73","21","31"
"386","386","364","123456","4038800","39","31","18","8","0","511","67","805","17","5","912","67","1472","17","10","951","67","1551","17","10","967","1590","10","365","23","57","16","33"
"387","387","330","123456","90866825","29","13","32","2","0","523","69","765","15","7","932","69","1477","15","10","957","69","1527","15","12","962","1546","12","331","17","49","16","39"
"389","389","357","123456","73838551","4","0","3","0","0","373","67","592","17","8","895","67","1359","17","19","939","67","1443","17","19","956","1469","19","358","18","41","19","29"
"388","388","423","123456","98555415","5","0","4","0","0","7","0","10","0","0","360","65","558","18","2","831","66","1317","18","10","948","1515","11","424","20","66","20","41"
"390","390","362","123456","47426956","9","0","13","0","0","462","63","791","21","6","912","63","1464","21","16","947","63","1563","21","16","955","1585","16","363","33","75","20","41"
"391","391","307","123456","30540231","32","16","20","3","0","556","67","828","17","10","966","67","1435","17","19","991","67","1508","17","19","995","1509","19","308","17","55","16","33"
"392","392","340","123456","27371624","12","3","10","1","0","295","68","408","15","2","830","69","1252","15","9","941","69","1420","15","10","960","1457","10","341","10","41","18","33"
"393","393","359","123456","43646990","7","0","12","0","0","269","66","347","16","3","905","68","1498","16","14","977","68","1621","16","14","988","1633","14","360","22","43","19","38"
"394","394","367","123456","80668503","3","1","3","0","0","102","34","125","5","1","796","71","1213","13","13","939","71","1503","13","17","962","1535","17","368","28","61","17","32"
"395","395","367","123456","3125591","3","0","9","1","0","396","56","614","28","4","902","56","1474","28","14","925","56","1543","28","16","935","1556","16","368","14","63","26","30"
"396","396","311","123456","41057967","5","1","7","1","0","323","60","519","12","4","900","70","1380","14","16","940","70","1444","14","18","949","1455","18","312","24","58","21","40"
"397","397","338","123456","96585394","21","15","18","6","0","365","63","531","21","7","872","63","1377","21","12","932","63","1491","21","14","944","1513","14","339","27","83","19","34"
"398","398","555","123456","85397034","11","0","14","0","0","521","69","746","15","5","878","69","1346","15","10","938","69","1447","15","10","959","1493","11","556","16","58","18","32"
"399","399","342","123456","61156690","6","0","4","0","0","193","58","253","19","3","863","63","1339","21","11","936","63","1473","21","11","943","1491","11","343","28","61","21","29"
"400","400","371","123456","48719174","33","24","13","1","1","503","70","870","14","5","920","70","1519","14","9","951","70","1583","14","9","955","1593","9","372","21","68","17","35"
"401","401","421","123456","76325392","5","0","5","0","0","194","65","198","19","0","824","65","1278","19","8","904","65","1422","19","9","935","1466","9","422","19","36","16","31"
"402","402","365","123456","70756566","4","0","6","0","0","291","69","377","15","1","923","69","1428","15","7","993","69","1583","15","9","1000","1611","9","366","24","74","22","42"
"403","403","400","123456","56291654","9","0","19","0","0","373","64","534","20","1","923","64","1405","20","11","986","64","1501","20","11","1006","1551","12","401","30","66","20","33"
"405","405","53","123456","67609210","1","0","4","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","4","1","54","2","0","1","0"
"404","404","327","123456","23151121","11","0","22","0","0","391","63","578","21","3","893","63","1402","21","15","957","63","1533","21","15","974","1564","15","328","17","67","21","28"
"406","406","475","123456","64253369","4","0","9","0","0","469","65","722","19","9","869","65","1445","19","15","911","65","1518","19","19","929","1550","19","476","30","55","14","40"
"407","407","487","123456","27982855","12","7","5","2","0","130","44","188","12","2","832","70","1245","14","10","966","70","1431","14","13","996","1497","15","488","20","53","20","30"
"408","408","335","123456","59675482","5","0","3","0","0","289","71","362","13","2","889","71","1467","13","9","959","71","1577","13","9","964","1584","9","336","22","55","20","33"
"409","409","378","123456","24047476","17","9","15","2","1","394","74","556","10","8","898","74","1461","10","15","947","74","1550","10","16","964","1587","16","379","31","56","17","32"
"410","410","411","123456","16926382","5","0","4","0","0","24","0","15","0","1","523","65","880","19","7","811","65","1337","19","14","916","1510","14","412","14","59","18","30"
"411","411","333","123456","64802558","7","0","5","0","0","112","11","215","0","2","839","71","1388","13","10","934","71","1578","13","14","954","1621","14","334","30","76","21","32"
"412","412","344","123456","18275707","8","0","16","0","0","525","66","801","18","3","921","66","1512","18","9","941","66","1567","18","9","943","1574","9","345","28","64","24","44"
"413","413","417","123456","80711648","3","0","3","0","0","11","0","10","0","1","417","74","640","10","6","818","74","1277","10","12","963","1521","18","418","22","54","20","44"
"414","414","325","123456","23205656","26","0","66","0","0","506","71","770","13","6","934","71","1526","13","14","967","71","1588","13","15","970","1597","15","326","33","64","12","36"
"415","415","459","123456","86943215","3","0","4","0","0","67","42","42","13","0","711","66","1123","18","9","897","66","1459","18","13","937","1541","14","460","26","59","16","31"
"416","416","377","123456","98967299","1","0","3","0","0","101","37","177","9","0","822","71","1229","13","10","948","71","1452","13","12","991","1517","13","378","23","51","20","38"
"417","417","381","123456","75575548","10","0","7","0","0","360","61","572","23","3","888","61","1463","23","12","930","61","1547","23","15","941","1579","16","382","15","57","18","34"
"418","418","359","123456","48936406","4","0","4","0","0","177","51","198","17","2","805","63","1276","21","13","937","63","1486","21","18","959","1521","18","360","26","59","26","37"
"420","420","53","123456","28509976","1","0","2","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","3","0","54","0","0","1","0"
"419","419","406","123456","15986677","3","0","11","0","0","408","70","625","14","7","910","70","1469","14","15","963","70","1599","14","17","980","1632","17","407","40","84","18","44"
"421","421","473","123456","57804255","5","0","5","0","0","155","78","152","6","4","821","78","1298","6","10","960","78","1544","6","12","995","1634","12","474","34","79","17","36"
"422","422","436","123456","75167560","15","9","10","1","0","316","70","365","14","8","885","70","1336","14","18","947","70","1433","14","19","963","1462","19","437","25","80","24","41"
"424","424","324","123456","97468497","8","0","17","0","0","480","64","698","20","7","912","64","1450","20","12","949","64","1527","20","12","965","1542","12","325","27","58","15","45"
"423","423","491","123456","79938172","1","0","3","0","0","4","0","9","0","0","18","0","21","0","0","91","47","81","17","0","897","1431","17","492","18","30","19","27"
"425","425","317","123456","79761247","31","20","19","5","1","632","67","985","17","12","891","67","1403","17","14","911","67","1438","17","15","913","1443","16","318","18","44","24","25"
"426","426","378","123456","80017456","25","18","20","7","0","412","65","619","19","4","905","65","1375","19","10","956","65","1484","19","12","975","1519","12","379","17","35","16","22"
"427","427","368","123456","97158403","8","0","6","0","0","121","49","129","8","0","830","68","1252","16","11","969","68","1485","16","15","994","1558","15","369","14","55","22","31"
"428","428","322","123456","43054389","3","2","6","1","0","467","57","696","27","3","912","57","1507","27","16","959","57","1591","27","16","965","1599","16","323","22","65","21","39"
"429","429","338","123456","75691252","22","16","11","3","0","560","68","821","16","6","909","68","1370","16","14","932","68","1410","16","14","938","1423","15","339","14","34","14","32"
"430","430","321","123456","79133625","5","0","5","0","0","423","65","696","19","1","937","65","1552","19","12","973","65","1651","19","12","983","1679","12","322","31","89","23","43"
"431","431","399","123456","81886357","4","0","4","0","0","285","69","358","15","2","881","69","1421","15","11","948","69","1518","15","11","958","1535","11","400","23","43","20","26"
"432","432","377","123456","64306372","20","14","7","2","0","244","63","391","18","4","810","66","1370","18","10","900","66","1555","18","11","941","1612","13","378","32","73","18","41"
"433","433","478","123456","2081278","5","0","7","0","0","382","70","669","14","4","902","70","1436","14","16","949","70","1532","14","16","963","1557","16","479","20","55","20","39"
